policy_trust_score,policy_trust_label,recommended_action,total_events,evidence_confidence_score,drift_score,drift_health_score,regime_score,counterfactual_score,sample_score,policy_better,baseline_better,roughly_equal,net_policy_advantage,avg_policy_advantage,regime_groups,positive_regimes,negative_regimes,interpretation
0.6045,UNTRUSTED,DO_NOT_DEPLOY_POLICY_CHANGES,10,0.595,0.0,1.0,0.58,0.5,0.1,0,0,10,0.0,0.0,3,0,0,"Policy Trust Score estimates whether the current policy has earned enough evidence to guide future decisions. It combines evidence confidence, drift, regime coverage, counterfactual value, and sample size."
