source_id,latest_block,agent_risk_state,agent_execution_mode,baseline_notional,agent_notional,baseline_paper_gas_paid_proxy,agent_paper_gas_paid_proxy,avoided_paper_gas_paid_proxy,paper_gas_paid_proxy_reduction,baseline_paper_slippage_proxy,agent_paper_slippage_proxy,avoided_paper_slippage_proxy,paper_slippage_proxy_reduction,baseline_paper_failed_tx_cost_proxy,agent_paper_failed_tx_cost_proxy,avoided_paper_failed_tx_cost_proxy,paper_failed_tx_cost_proxy_reduction,baseline_paper_confirmation_delay_blocks_proxy,agent_paper_confirmation_delay_blocks_proxy,avoided_paper_confirmation_delay_blocks_proxy,paper_confirmation_delay_blocks_proxy_reduction,baseline_paper_execution_cost_proxy,agent_paper_execution_cost_proxy,avoided_paper_execution_cost_proxy,paper_execution_cost_proxy_reduction,baseline_opportunity_capture_proxy,agent_opportunity_capture_proxy,avoided_opportunity_capture_proxy,opportunity_capture_proxy_reduction
25007311_2026-05-02T12:34:11.440987+00:00,25007311,HIGH_STRESS,PAUSE,1.0,0.0,1.396719,0.0,1.396719,1.0,0.646719,0.0,0.646719,1.0,0.22514125,0.0,0.22514125,1.0,5.8716159,0.0,5.8716159,1.0,2.85574084,0.0,2.85574084,1.0,1.0,0.0,1.0,1.0
25007316_2026-05-02T12:35:01.030233+00:00,25007316,HIGH_STRESS,PAUSE,1.0,0.0,1.414836,0.0,1.414836,1.0,0.664836,0.0,0.664836,1.0,0.2335783,0.0,0.2335783,1.0,5.923027299999999,0.0,5.923027299999999,1.0,2.90555303,0.0,2.90555303,1.0,1.0,0.0,1.0,1.0
25007321_2026-05-02T12:36:04.455318+00:00,25007321,HIGH_STRESS,PAUSE,1.0,0.0,1.413308,0.0,1.413308,1.0,0.663308,0.0,0.663308,1.0,0.2302268,0.0,0.2302268,1.0,5.9100646,0.0,5.9100646,1.0,2.89784926,0.0,2.89784926,1.0,1.0,0.0,1.0,1.0
25007326_2026-05-02T12:37:07.811346+00:00,25007326,HIGH_STRESS,PAUSE,1.0,0.0,1.356471,0.0,1.356471,1.0,0.606471,0.0,0.606471,1.0,0.20961325,0.0,0.20961325,1.0,5.7632051,0.0,5.7632051,1.0,2.74887576,0.0,2.74887576,1.0,1.0,0.0,1.0,1.0
25007331_2026-05-02T12:38:11.485525+00:00,25007331,HIGH_STRESS,PAUSE,1.0,0.0,1.332505,0.0,1.332505,1.0,0.582505,0.0,0.582505,1.0,0.19938375,0.0,0.19938375,1.0,5.703748300000001,0.0,5.703748300000001,1.0,2.68476858,0.0,2.68476858,1.0,1.0,0.0,1.0,1.0
25007336_2026-05-02T12:39:02.870581+00:00,25007336,HIGH_STRESS,PAUSE,1.0,0.0,1.329387,0.0,1.329387,1.0,0.5793870000000001,0.0,0.5793870000000001,1.0,0.19502785,0.0,0.19502785,1.0,5.696708300000001,0.0,5.696708300000001,1.0,2.67347268,0.0,2.67347268,1.0,1.0,0.0,1.0,1.0
25007341_2026-05-02T12:40:05.247590+00:00,25007341,HIGH_STRESS,PAUSE,1.0,0.0,1.316752,0.0,1.316752,1.0,0.5667519999999999,0.0,0.5667519999999999,1.0,0.1908406999999999,0.0,0.1908406999999999,1.0,5.6670655,0.0,5.6670655,1.0,2.64105125,0.0,2.64105125,1.0,1.0,0.0,1.0,1.0
25007346_2026-05-02T12:41:08.460527+00:00,25007346,HIGH_STRESS,PAUSE,1.0,0.0,1.337409,0.0,1.337409,1.0,0.5874090000000001,0.0,0.5874090000000001,1.0,0.20438875,0.0,0.20438875,1.0,5.7371585,0.0,5.7371585,1.0,2.7029226000000004,0.0,2.7029226000000004,1.0,1.0,0.0,1.0,1.0
25007351_2026-05-02T12:41:59.653221+00:00,25007351,HIGH_STRESS,PAUSE,1.0,0.0,1.337551,0.0,1.337551,1.0,0.5875509999999999,0.0,0.5875509999999999,1.0,0.20440065,0.0,0.20440065,1.0,5.7307361,0.0,5.7307361,1.0,2.70257626,0.0,2.70257626,1.0,1.0,0.0,1.0,1.0
25007356_2026-05-02T12:43:02.943724+00:00,25007356,HIGH_STRESS,PAUSE,1.0,0.0,1.355417,0.0,1.355417,1.0,0.6054170000000001,0.0,0.6054170000000001,1.0,0.20694275,0.0,0.20694275,1.0,5.7621605,0.0,5.7621605,1.0,2.7439928000000005,0.0,2.7439928000000005,1.0,1.0,0.0,1.0,1.0
25007361_2026-05-02T12:44:06.094826+00:00,25007361,HIGH_STRESS,PAUSE,1.0,0.0,1.32794,0.0,1.32794,1.0,0.5779399999999999,0.0,0.5779399999999999,1.0,0.1945522999999999,0.0,0.1945522999999999,1.0,5.682017699999999,0.0,5.682017699999999,1.0,2.6686340699999995,0.0,2.6686340699999995,1.0,1.0,0.0,1.0,1.0
25014644_2026-05-03T13:04:13.121780+00:00,25014644,CAUTION,REDUCE_SIZE,1.0,0.35,1.025614,0.3589649,0.6666491000000001,0.6500000000000001,0.275614,0.0964649,0.1791491,0.6499999999999999,0.1036941,0.036292935,0.067401165,0.65,4.9718202,4.9718202,0.0,0.0,1.90210412,0.6657364419999999,1.2363676780000001,0.6500000000000001,1.0,0.35,0.65,0.65
25014646_2026-05-03T13:04:25.338856+00:00,25014646,CAUTION,REDUCE_SIZE,1.0,0.35,1.027001,0.35945035,0.6675506500000001,0.6500000000000001,0.277001,0.09695035,0.18005064999999998,0.6499999999999999,0.10551305,0.0369295674999999,0.0685834825000001,0.6500000000000009,4.9811856,4.9811856,0.0,0.0,1.90763361,0.6676717635,1.2399618465,0.65,1.0,0.35,0.65,0.65
25014647_2026-05-03T13:04:37.422919+00:00,25014647,CAUTION,REDUCE_SIZE,1.0,0.35,1.025812,0.3590341999999999,0.6667778,0.65,0.2758119999999999,0.0965341999999999,0.1792778,0.6500000000000002,0.1037378999999999,0.0363082649999999,0.06742963499999999,0.6500000000000006,4.975695699999999,4.975695699999999,0.0,0.0,1.90293147,0.6660260144999999,1.2369054555,0.65,1.0,0.35,0.65,0.65
25014648_2026-05-03T13:04:49.492942+00:00,25014648,CAUTION,REDUCE_SIZE,1.0,0.35,1.026876,0.3594065999999999,0.6674694,0.65,0.2768759999999999,0.0969065999999999,0.1799694,0.6500000000000002,0.1031607999999999,0.0361062799999999,0.06705452,0.6500000000000007,4.973497,4.973497,0.0,0.0,1.9042625,0.666491875,1.237770625,0.65,1.0,0.35,0.65,0.65
25014649_2026-05-03T13:05:01.684056+00:00,25014649,CAUTION,REDUCE_SIZE,1.0,0.35,1.034411,0.3620438499999999,0.6723671500000001,0.6500000000000001,0.2844109999999999,0.0995438499999999,0.18486715,0.6500000000000002,0.1068723499999999,0.0374053224999999,0.0694670275,0.6500000000000007,4.9994148,4.9994148,0.0,0.0,1.92563583,0.6739725404999999,1.2516632895000002,0.65,1.0,0.35,0.65,0.65
25014650_2026-05-03T13:05:13.787830+00:00,25014650,CAUTION,REDUCE_SIZE,1.0,0.35,1.024431,0.35855085,0.6658801500000001,0.65,0.2744310000000001,0.09605085,0.1783801500000001,0.6500000000000001,0.10035955,0.0351258425,0.06523370750000002,0.6500000000000001,4.9635262,4.9635262,0.0,0.0,1.8955741700000004,0.6634509595000001,1.2321232105000002,0.6499999999999999,1.0,0.35,0.65,0.65
25014651_2026-05-03T13:05:25.916987+00:00,25014651,CAUTION,REDUCE_SIZE,1.0,0.35,1.028093,0.35983255,0.66826045,0.65,0.2780929999999999,0.0973325499999999,0.18076045000000002,0.6500000000000002,0.1034385499999999,0.0362034924999999,0.0672350575,0.6500000000000007,4.9802961,4.9802961,0.0,0.0,1.90765416,0.6676789559999998,1.2399752040000003,0.6500000000000001,1.0,0.35,0.65,0.65
25014652_2026-05-03T13:05:38.138423+00:00,25014652,CAUTION,REDUCE_SIZE,1.0,0.35,1.028305,0.35990675,0.6683982500000001,0.65,0.278305,0.09740675,0.18089825000000004,0.6500000000000001,0.10129065,0.0354517274999999,0.06583892250000009,0.6500000000000009,4.9739156,4.9739156,0.0,0.0,1.90529221,0.6668522735,1.2384399365,0.65,1.0,0.35,0.65,0.65
25014653_2026-05-03T13:05:50.243038+00:00,25014653,CAUTION,REDUCE_SIZE,1.0,0.35,1.023825,0.35833875,0.6654862500000001,0.65,0.273825,0.0958387499999999,0.17798625000000007,0.6500000000000002,0.09917755,0.0347121425,0.0644654075,0.65,4.9609489,4.9609489,0.0,0.0,1.89292244,0.6625228539999999,1.230399586,0.65,1.0,0.35,0.65,0.65
25014654_2026-05-03T13:06:02.421373+00:00,25014654,CAUTION,REDUCE_SIZE,1.0,0.35,1.029505,0.3603267499999999,0.66917825,0.65,0.2795049999999999,0.0978267499999999,0.18167824999999999,0.6500000000000002,0.1012069499999999,0.0354224324999999,0.0657845175,0.6500000000000006,4.9756859,4.9756859,0.0,0.0,1.90778554,0.6677249389999999,1.2400606010000002,0.6500000000000001,1.0,0.35,0.65,0.65
25014655_2026-05-03T13:06:14.589141+00:00,25014655,CAUTION,REDUCE_SIZE,1.0,0.35,1.037728,0.3632048,0.6745232,0.65,0.287728,0.1007047999999999,0.18702320000000008,0.6500000000000004,0.1048338,0.03669183,0.06814197,0.6499999999999999,4.9992974,4.9992974,0.0,0.0,1.93021954,0.675576839,1.2546427009999999,0.6499999999999999,1.0,0.35,0.65,0.65
25014656_2026-05-03T13:06:26.728838+00:00,25014656,CAUTION,REDUCE_SIZE,1.0,0.35,1.02756,0.3596459999999999,0.6679140000000001,0.6500000000000001,0.27756,0.097146,0.18041399999999996,0.6499999999999999,0.1026328,0.03592148,0.06671131999999999,0.6499999999999999,4.9803848,4.9803848,0.0,0.0,1.9057912800000003,0.667026948,1.2387643320000004,0.6500000000000001,1.0,0.35,0.65,0.65
