source_id,latest_block,agent_risk_state,agent_execution_mode,baseline_notional,agent_notional,baseline_paper_gas_paid_proxy,agent_paper_gas_paid_proxy,avoided_paper_gas_paid_proxy,paper_gas_paid_proxy_reduction,baseline_paper_slippage_proxy,agent_paper_slippage_proxy,avoided_paper_slippage_proxy,paper_slippage_proxy_reduction,baseline_paper_failed_tx_cost_proxy,agent_paper_failed_tx_cost_proxy,avoided_paper_failed_tx_cost_proxy,paper_failed_tx_cost_proxy_reduction,baseline_paper_confirmation_delay_blocks_proxy,agent_paper_confirmation_delay_blocks_proxy,avoided_paper_confirmation_delay_blocks_proxy,paper_confirmation_delay_blocks_proxy_reduction,baseline_paper_execution_cost_proxy,agent_paper_execution_cost_proxy,avoided_paper_execution_cost_proxy,paper_execution_cost_proxy_reduction,baseline_opportunity_capture_proxy,agent_opportunity_capture_proxy,avoided_opportunity_capture_proxy,opportunity_capture_proxy_reduction
19000416_2026-05-01T11:18:31.849539+00:00,19000416,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.2137959999999999,0.1068979999999999,0.106898,0.5000000000000002,0.0341388,0.0170694,0.0170694,0.5,2.0601756,2.0601756,0.0,0.0,0.45395236,0.22697618,0.22697618,0.5,1.0,0.5,0.5,0.5
19000417_2026-05-01T11:19:32.668096+00:00,19000417,CAUTION,REDUCE_SIZE,1.0,0.5,0.0,0.0,0.0,0.0,0.222734,0.111367,0.111367,0.5,0.0368202,0.0184101,0.0184101,0.5,2.0700074,2.0700074,0.0,0.0,0.46655494,0.23327747,0.23327747,0.5,1.0,0.5,0.5,0.5
19000418_2026-05-01T11:20:33.591138+00:00,19000418,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.229585,0.1147925,0.1147925,0.5,0.0388755,0.01943775,0.01943775,0.5,2.0775435,2.0775435,0.0,0.0,0.4762148500000001,0.238107425,0.23810742500000007,0.5000000000000001,1.0,0.5,0.5,0.5
19000419_2026-05-01T11:21:34.514838+00:00,19000419,CAUTION,REDUCE_SIZE,1.0,0.5,0.0,0.0,0.0,0.0,0.22712,0.11356,0.11356,0.5,0.038136,0.019068,0.019068,0.5,2.074832,2.074832,0.0,0.0,0.4727391999999999,0.2363695999999999,0.2363696,0.5000000000000001,1.0,0.5,0.5,0.5
19000420_2026-05-01T11:22:35.227165+00:00,19000420,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.220048,0.110024,0.110024,0.5,0.0360144,0.0180072,0.0180072,0.5,2.0670528,2.0670528,0.0,0.0,0.46276768,0.23138384,0.23138384,0.5,1.0,0.5,0.5,0.5
19000421_2026-05-01T11:42:27.156214+00:00,19000421,CAUTION,REDUCE_SIZE,1.0,0.5,0.0,0.0,0.0,0.0,0.209264,0.104632,0.104632,0.5,0.0327792,0.0163896,0.0163896,0.5,2.0551904,2.0551904,0.0,0.0,0.44756224,0.22378112,0.22378112,0.5,1.0,0.5,0.5,0.5
19000423_2026-05-01T11:43:27.942714+00:00,19000423,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1968109999999999,0.0984054999999999,0.0984055,0.5000000000000003,0.0290432999999999,0.0145216499999999,0.01452165,0.5000000000000018,2.0414921,2.0414921,0.0,0.0,0.4300035099999999,0.2150017549999999,0.21500175500000002,0.5000000000000001,1.0,0.5,0.5,0.5
19000422_2026-05-01T11:43:40.175465+00:00,19000422,CAUTION,REDUCE_SIZE,1.0,0.5,0.0,0.0,0.0,0.0,0.201557,0.1007785,0.1007785,0.5,0.0304671,0.01523355,0.01523355,0.5,2.0467127,2.0467127,0.0,0.0,0.43669537,0.218347685,0.218347685,0.5,1.0,0.5,0.5,0.5
19000423_2026-05-01T12:36:33.528739+00:00,19000423,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1968109999999999,0.0984054999999999,0.0984055,0.5000000000000003,0.0290432999999999,0.0145216499999999,0.01452165,0.5000000000000018,2.0414921,2.0414921,0.0,0.0,0.4300035099999999,0.2150017549999999,0.21500175500000002,0.5000000000000001,1.0,0.5,0.5,0.5
19000150_2026-05-02T10:55:20.496391+00:00,19000150,CAUTION,REDUCE_SIZE,1.0,0.5,0.0,0.0,0.0,0.0,0.133753,0.0668765,0.0668765,0.5,0.0101259,0.00506295,0.00506295,0.5,1.9721283,1.9721283,0.0,0.0,0.34109173,0.170545865,0.170545865,0.5,1.0,0.5,0.5,0.5
19000151_2026-05-02T10:59:29.485201+00:00,19000151,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.142227,0.0711135,0.0711135,0.5,0.0126681,0.00633405,0.00633405,0.5,1.9814497,1.9814497,0.0,0.0,0.35304007,0.176520035,0.176520035,0.5,1.0,0.5,0.5,0.5
19000152_2026-05-02T11:00:30.187904+00:00,19000152,CAUTION,REDUCE_SIZE,1.0,0.5,0.0,0.0,0.0,0.0,0.1432759999999999,0.0716379999999999,0.07163800000000001,0.5000000000000003,0.0129827999999999,0.0064913999999999,0.0064914000000000005,0.5000000000000039,1.9826036,1.9826036,0.0,0.0,0.3545191599999999,0.1772595799999999,0.17725958,0.5000000000000001,1.0,0.5,0.5,0.5
19000149_2026-05-02T11:49:28.619825+00:00,19000149,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.12734,0.06367,0.06367,0.5,0.008202,0.004101,0.004101,0.5,1.965074,1.965074,0.0,0.0,0.3320494,0.1660247,0.1660247,0.5,1.0,0.5,0.5,0.5
19000150_2026-05-02T11:49:42.123617+00:00,19000150,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.133753,0.10031475,0.03343825000000002,0.2500000000000001,0.0101259,0.007594425,0.002531475,0.25,1.9721283,1.9721283,0.0,0.0,0.34109173,0.2558187975,0.08527293250000001,0.25000000000000006,1.0,0.75,0.25,0.25
19000151_2026-05-02T11:49:54.218522+00:00,19000151,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.142227,0.0711135,0.0711135,0.5,0.0126681,0.00633405,0.00633405,0.5,1.9814497,1.9814497,0.0,0.0,0.35304007,0.176520035,0.176520035,0.5,1.0,0.5,0.5,0.5
19000152_2026-05-02T11:50:06.291571+00:00,19000152,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1432759999999999,0.1074569999999999,0.035819000000000004,0.25000000000000017,0.0129827999999999,0.0097370999999999,0.0032457000000000007,0.250000000000002,1.9826036,1.9826036,0.0,0.0,0.3545191599999999,0.2658893699999999,0.08862978999999999,0.25000000000000006,1.0,0.75,0.25,0.25
19000153_2026-05-02T11:50:19.751449+00:00,19000153,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1366049999999999,0.0683024999999999,0.06830249999999999,0.5000000000000003,0.0109815,0.00549075,0.00549075,0.5,1.9752655,1.9752655,0.0,0.0,0.34511305,0.172556525,0.172556525,0.5,1.0,0.5,0.5,0.5
19000154_2026-05-02T11:50:31.859811+00:00,19000154,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1345119999999999,0.1008839999999999,0.033628000000000005,0.2500000000000002,0.0103535999999999,0.0077651999999999,0.0025884000000000002,0.25000000000000244,1.9729632,1.9729632,0.0,0.0,0.3421619199999999,0.2566214399999999,0.08554047999999997,0.25,1.0,0.75,0.25,0.25
19000155_2026-05-02T11:50:45.527065+00:00,19000155,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.132405,0.0662025,0.0662025,0.5,0.0097215,0.00486075,0.00486075,0.5,1.9706455,1.9706455,0.0,0.0,0.33919105,0.169595525,0.169595525,0.5,1.0,0.5,0.5,0.5
19000156_2026-05-02T11:50:57.651014+00:00,19000156,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.136301,0.10222575,0.03407525,0.25,0.0108903,0.008167725,0.0027225749999999996,0.24999999999999997,1.9749311,1.9749311,0.0,0.0,0.34468441,0.2585133075,0.08617110249999999,0.24999999999999997,1.0,0.75,0.25,0.25
19000157_2026-05-02T11:51:09.854748+00:00,19000157,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1389559999999999,0.0694779999999999,0.06947800000000001,0.5000000000000004,0.0116867999999999,0.0058433999999999,0.0058434,0.5000000000000043,1.9778516,1.9778516,0.0,0.0,0.3484279599999998,0.1742139799999999,0.1742139799999999,0.5,1.0,0.5,0.5,0.5
19000158_2026-05-02T11:52:01.084700+00:00,19000158,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.132839,0.09962925,0.03320975000000001,0.25000000000000006,0.0098517,0.007388775,0.0024629249999999995,0.24999999999999994,1.9711229,1.9711229,0.0,0.0,0.33980299,0.2548522425,0.08495074750000003,0.25000000000000006,1.0,0.75,0.25,0.25
19000159_2026-05-02T11:53:04.414048+00:00,19000159,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.138718,0.069359,0.069359,0.5,0.0116154,0.0058077,0.0058077,0.5,1.9775898,1.9775898,0.0,0.0,0.34809238,0.17404619,0.17404619,0.5,1.0,0.5,0.5,0.5
19000160_2026-05-02T11:54:07.965368+00:00,19000160,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.131148,0.098361,0.03278699999999998,0.2499999999999999,0.0093444,0.0070082999999999,0.0023361000000000996,0.25000000000001066,1.9692628,1.9692628,0.0,0.0,0.3374186800000001,0.25306401,0.08435467000000008,0.25000000000000017,1.0,0.75,0.25,0.25
19000161_2026-05-02T11:54:57.750449+00:00,19000161,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1285309999999999,0.0642654999999999,0.06426549999999999,0.5000000000000003,0.0085592999999999,0.0042796499999999,0.00427965,0.5000000000000059,1.9663841,1.9663841,0.0,0.0,0.3337287099999999,0.1668643549999999,0.16686435499999996,0.5000000000000001,1.0,0.5,0.5,0.5
19000162_2026-05-02T11:56:01.000419+00:00,19000162,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.126411,0.09480825,0.03160275,0.25,0.0079233,0.0059424749999999,0.001980825000000099,0.25000000000001255,1.9640521,1.9640521,0.0,0.0,0.33073951,0.2480546325,0.0826848775,0.25,1.0,0.75,0.25,0.25
19000163_2026-05-02T11:57:04.417349+00:00,19000163,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.126923,0.0634615,0.0634615,0.5,0.0080769,0.00403845,0.00403845,0.5,1.9646153,1.9646153,0.0,0.0,0.33146143,0.165730715,0.165730715,0.5,1.0,0.5,0.5,0.5
19000164_2026-05-02T11:58:07.889181+00:00,19000164,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1266629999999999,0.0949972499999999,0.03166574999999999,0.25000000000000017,0.0079988999999999,0.0059991749999999,0.001999724999999999,0.25000000000000305,1.9643293,1.9643293,0.0,0.0,0.3310948299999998,0.2483211224999998,0.08277370749999999,0.2500000000000001,1.0,0.75,0.25,0.25
19000165_2026-05-02T11:58:57.910345+00:00,19000165,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1198019999999999,0.0599009999999999,0.059900999999999996,0.5000000000000004,0.0059405999999999,0.0029702999999999,0.0029703,0.5000000000000084,1.9567822,1.9567822,0.0,0.0,0.3214208199999999,0.1607104099999999,0.16071041,0.5000000000000002,1.0,0.5,0.5,0.5
19000166_2026-05-02T12:00:01.270782+00:00,19000166,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.119974,0.0899805,0.029993499999999992,0.24999999999999994,0.0059922,0.00449415,0.00149805,0.25,1.9569714,1.9569714,0.0,0.0,0.3216633400000001,0.241247505,0.08041583500000007,0.25000000000000017,1.0,0.75,0.25,0.25
19000167_2026-05-02T12:01:04.846678+00:00,19000167,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.119309,0.0596545,0.0596545,0.5,0.0057927,0.00289635,0.00289635,0.5,1.9562399,1.9562399,0.0,0.0,0.32072569,0.160362845,0.160362845,0.5,1.0,0.5,0.5,0.5
19000168_2026-05-02T12:02:08.300141+00:00,19000168,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1232659999999999,0.0924494999999999,0.030816499999999997,0.25000000000000017,0.0069798,0.00523485,0.0017449500000000003,0.25000000000000006,1.9605926,1.9605926,0.0,0.0,0.32630506,0.244728795,0.08157626499999998,0.24999999999999994,1.0,0.75,0.25,0.25
19000169_2026-05-02T12:02:58.161505+00:00,19000169,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1276389999999999,0.0638194999999999,0.06381949999999999,0.5000000000000003,0.0082916999999999,0.0041458499999999,0.00414585,0.5000000000000061,1.9654029,1.9654029,0.0,0.0,0.3324709899999998,0.1662354949999999,0.1662354949999999,0.5,1.0,0.5,0.5,0.5
19000170_2026-05-02T12:04:01.626805+00:00,19000170,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.130653,0.09798975,0.03266324999999999,0.24999999999999994,0.0091959,0.006896925,0.002298975,0.25,1.9687183,1.9687183,0.0,0.0,0.33672073,0.2525405475,0.08418018250000003,0.25000000000000006,1.0,0.75,0.25,0.25
19000171_2026-05-02T12:05:05.367612+00:00,19000171,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1297359999999999,0.0648679999999999,0.06486800000000001,0.5000000000000004,0.0089207999999999,0.0044603999999999,0.004460400000000001,0.5000000000000057,1.9677096,1.9677096,0.0,0.0,0.3354277599999998,0.1677138799999999,0.1677138799999999,0.5,1.0,0.5,0.5,0.5
19000172_2026-05-02T12:06:08.819969+00:00,19000172,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.125495,0.09412125,0.03137374999999999,0.24999999999999994,0.0076485,0.005736375,0.0019121249999999998,0.24999999999999997,1.9630445,1.9630445,0.0,0.0,0.32944795,0.2470859625,0.08236198749999998,0.24999999999999994,1.0,0.75,0.25,0.25
19000173_2026-05-02T12:06:58.874647+00:00,19000173,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1268019999999999,0.0634009999999999,0.06340099999999999,0.5000000000000003,0.0080405999999999,0.0040202999999999,0.004020299999999999,0.5000000000000061,1.9644822,1.9644822,0.0,0.0,0.3312908199999999,0.1656454099999999,0.16564540999999997,0.5000000000000001,1.0,0.5,0.5,0.5
19000174_2026-05-02T12:08:02.312022+00:00,19000174,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1289139999999999,0.0966854999999999,0.03222849999999999,0.25000000000000017,0.0086741999999999,0.0065056499999999,0.002168549999999999,0.2500000000000028,1.9668054,1.9668054,0.0,0.0,0.3342687399999999,0.2507015549999999,0.08356718499999999,0.25000000000000006,1.0,0.75,0.25,0.25
19000175_2026-05-02T12:09:05.999354+00:00,19000175,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.139646,0.069823,0.069823,0.5,0.0118938,0.0059469,0.0059469,0.5,1.9786106,1.9786106,0.0,0.0,0.3494008600000001,0.17470043,0.1747004300000001,0.5000000000000001,1.0,0.5,0.5,0.5
19000176_2026-05-02T12:10:09.513520+00:00,19000176,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.146698,0.1100235,0.0366745,0.25,0.0140094,0.01050705,0.0035023499999999996,0.24999999999999997,1.9863678,1.9863678,0.0,0.0,0.35934418,0.269508135,0.08983604500000003,0.25000000000000006,1.0,0.75,0.25,0.25
19000177_2026-05-02T12:11:00.953434+00:00,19000177,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.146734,0.073367,0.073367,0.5,0.0140202,0.0070101,0.0070101,0.5,1.9864074,1.9864074,0.0,0.0,0.35939494,0.17969747,0.17969747,0.5,1.0,0.5,0.5,0.5
19000178_2026-05-02T12:12:03.094769+00:00,19000178,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1460099999999999,0.1095074999999999,0.03650249999999999,0.25000000000000017,0.0138029999999999,0.0103522499999999,0.0034507500000000007,0.25000000000000183,1.985611,1.985611,0.0,0.0,0.3583740999999999,0.2687805749999999,0.08959352500000001,0.25000000000000006,1.0,0.75,0.25,0.25
19000179_2026-05-02T12:13:06.618684+00:00,19000179,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.145572,0.072786,0.072786,0.5,0.0136716,0.0068358,0.0068358,0.5,1.9851292,1.9851292,0.0,0.0,0.35775652,0.17887826,0.17887826,0.5,1.0,0.5,0.5,0.5
19000180_2026-05-02T12:13:57.994438+00:00,19000180,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1455199999999999,0.1091399999999999,0.036379999999999996,0.25000000000000017,0.013656,0.010242,0.0034140000000000004,0.25000000000000006,1.985072,1.985072,0.0,0.0,0.3576832,0.2682624,0.08942079999999997,0.24999999999999992,1.0,0.75,0.25,0.25
19000181_2026-05-02T12:15:01.501655+00:00,19000181,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1436309999999999,0.0718154999999999,0.0718155,0.5000000000000003,0.0130892999999999,0.0065446499999999,0.006544649999999999,0.5000000000000038,1.9829941,1.9829941,0.0,0.0,0.3550197099999999,0.1775098549999999,0.17750985499999997,0.5000000000000001,1.0,0.5,0.5,0.5
19000182_2026-05-02T12:16:04.927989+00:00,19000182,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.138762,0.1040715,0.0346905,0.25,0.0116286,0.0087214499999999,0.0029071500000000996,0.2500000000000086,1.9776382,1.9776382,0.0,0.0,0.3481544200000001,0.261115815,0.0870386050000001,0.2500000000000002,1.0,0.75,0.25,0.25
19000183_2026-05-02T12:17:08.310788+00:00,19000183,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.138293,0.0691465,0.0691465,0.5,0.0114879,0.00574395,0.00574395,0.5,1.9771223,1.9771223,0.0,0.0,0.34749313,0.173746565,0.173746565,0.5,1.0,0.5,0.5,0.5
19000184_2026-05-02T12:17:58.295212+00:00,19000184,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.138915,0.10418625,0.03472875000000002,0.2500000000000001,0.0116745,0.008755875,0.002918625000000001,0.25000000000000006,1.9778065,1.9778065,0.0,0.0,0.34837015,0.2612776125,0.08709253750000001,0.25000000000000006,1.0,0.75,0.25,0.25
19000185_2026-05-02T12:19:01.891654+00:00,19000185,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.144456,0.072228,0.072228,0.5,0.0133368,0.0066684,0.0066684,0.5,1.9839016,1.9839016,0.0,0.0,0.35618296,0.17809148,0.17809148,0.5,1.0,0.5,0.5,0.5
19000186_2026-05-02T12:20:05.422109+00:00,19000186,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.136885,0.10266375,0.03422125000000001,0.25000000000000006,0.0110655,0.008299125,0.0027663750000000015,0.2500000000000001,1.9755735,1.9755735,0.0,0.0,0.34550785,0.2591308875,0.08637696249999999,0.24999999999999997,1.0,0.75,0.25,0.25
19000187_2026-05-02T12:21:08.591696+00:00,19000187,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1317709999999999,0.0658854999999999,0.06588549999999999,0.5000000000000003,0.0095312999999999,0.0047656499999999,0.004765650000000001,0.5000000000000053,1.9699481,1.9699481,0.0,0.0,0.3382971099999998,0.1691485549999999,0.1691485549999999,0.5,1.0,0.5,0.5,0.5
19000188_2026-05-02T12:21:58.397299+00:00,19000188,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.124989,0.09374175,0.031247250000000004,0.25000000000000006,0.0074967,0.005622525,0.0018741750000000005,0.25000000000000006,1.9624879,1.9624879,0.0,0.0,0.32873449,0.2465508675,0.0821836225,0.25,1.0,0.75,0.25,0.25
19000189_2026-05-02T12:23:01.918029+00:00,19000189,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.124865,0.0624325,0.0624325,0.5,0.0074595,0.00372975,0.00372975,0.5,1.9623515,1.9623515,0.0,0.0,0.32855965,0.164279825,0.164279825,0.5,1.0,0.5,0.5,0.5
19000190_2026-05-02T12:24:05.381578+00:00,19000190,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.120283,0.09021225,0.030070750000000007,0.25000000000000006,0.0060849,0.004563675,0.0015212250000000002,0.25000000000000006,1.9573113,1.9573113,0.0,0.0,0.32209903,0.2415742725,0.08052475750000002,0.25000000000000006,1.0,0.75,0.25,0.25
19000191_2026-05-02T12:25:08.714837+00:00,19000191,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.1166279999999999,0.0583139999999999,0.058314,0.5000000000000004,0.0049883999999999,0.0024941999999999,0.0024942,0.50000000000001,1.9532908,1.9532908,0.0,0.0,0.3169454799999999,0.1584727399999999,0.15847274,0.5000000000000002,1.0,0.5,0.5,0.5
19000192_2026-05-02T12:25:58.610868+00:00,19000192,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.0,0.0,0.0,0.0,0.1158259999999999,0.0868694999999999,0.028956499999999996,0.25000000000000017,0.0047478,0.00356085,0.00118695,0.25,1.9524086,1.9524086,0.0,0.0,0.31581466,0.236860995,0.07895366500000003,0.2500000000000001,1.0,0.75,0.25,0.25
19000193_2026-05-02T12:27:01.951300+00:00,19000193,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.0,0.0,0.0,0.0,0.110245,0.0551225,0.0551225,0.5,0.0030735,0.00153675,0.00153675,0.5,1.9462695,1.9462695,0.0,0.0,0.30794545,0.153972725,0.153972725,0.5,1.0,0.5,0.5,0.5
25007082_2026-05-02T12:27:38.315691+00:00,25007082,NORMAL,EXECUTE_FULL,1.0,1.0,0.720775,0.720775,0.0,0.0,0.078342,0.078342,0.0,0.0,0.0,0.0,0.0,0.0,3.9997141,3.9997141,0.0,0.0,1.19908841,1.19908841,0.0,0.0,1.0,1.0,0.0,0.0
25007280_2026-05-02T12:27:51.812164+00:00,25007280,CAUTION,REDUCE_SIZE,1.0,0.35,1.009779,0.3534226499999999,0.65635635,0.65,0.259779,0.09092265,0.16885635,0.65,0.0576101499999999,0.0201635524999999,0.0374465975,0.650000000000001,4.7885958,4.7885958,0.0,0.0,1.80602773,0.6321097054999999,1.1739180245000003,0.6500000000000001,1.0,0.35,0.65,0.65
25007282_2026-05-02T12:28:03.928901+00:00,25007282,CAUTION,REDUCE_SIZE,1.0,0.35,1.00605,0.3521175,0.6539325,0.6499999999999999,0.2560500000000001,0.0896175,0.1664325000000001,0.6500000000000001,0.0549196,0.0192218599999999,0.0356977400000001,0.6500000000000019,4.774031900000001,4.774031900000001,0.0,0.0,1.7944227900000005,0.6280479765,1.1663748135000005,0.6500000000000001,1.0,0.35,0.65,0.65
25007283_2026-05-02T12:28:29.972657+00:00,25007283,CAUTION,REDUCE_SIZE,1.0,0.35,1.004072,0.3514252,0.6526468000000001,0.65,0.2540720000000001,0.0889252,0.1651468000000001,0.6500000000000001,0.0539252,0.01887382,0.03505138,0.65,4.7610688,4.7610688,0.0,0.0,1.7881760800000002,0.625861628,1.1623144520000002,0.65,1.0,0.35,0.65,0.65
25007284_2026-05-02T12:28:42.200440+00:00,25007284,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.999591,0.4997955,0.4997955,0.5,0.249591,0.1247955,0.1247955,0.5,0.05235685,0.026178425,0.026178425,0.5,4.747984000000001,4.747984000000001,0.0,0.0,1.77633725,0.888168625,0.888168625,0.5,1.0,0.5,0.5,0.5
25007285_2026-05-02T12:28:54.309509+00:00,25007285,EARLY_CAUTION,SELECTIVE_EXECUTE,1.0,0.75,0.998935,0.74920125,0.24973374999999998,0.24999999999999997,0.248935,0.18670125,0.06223374999999998,0.24999999999999992,0.05212725,0.0390954374999999,0.0130318125000001,0.25000000000000194,4.7355134,4.7355134,0.0,0.0,1.77354859,1.3301614425,0.4433871475000002,0.2500000000000001,1.0,0.75,0.25,0.25
25007286_2026-05-02T12:29:07.735302+00:00,25007286,RECOVERY,RESUME_GRADUALLY,1.0,0.5,0.990584,0.495292,0.495292,0.5,0.240584,0.120292,0.120292,0.5,0.0492044,0.0246022,0.0246022,0.5,4.706257,4.706257,0.0,0.0,1.7509981,0.8754990500000001,0.8754990499999998,0.49999999999999994,1.0,0.5,0.5,0.5
25007287_2026-05-02T12:29:19.881500+00:00,25007287,CAUTION,REDUCE_SIZE,1.0,0.35,1.002219,0.3507766499999999,0.6514423500000001,0.65,0.2522189999999999,0.0882766499999999,0.16394235000000001,0.6500000000000002,0.0532766499999999,0.0186468274999999,0.0346298225,0.6500000000000012,4.7374247,4.7374247,0.0,0.0,1.7814571199999998,0.623509992,1.1579471279999998,0.6499999999999999,1.0,0.35,0.65,0.65
25007291_2026-05-02T12:30:11.239058+00:00,25007291,CAUTION,REDUCE_SIZE,1.0,0.35,1.11865,0.3915275,0.7271224999999999,0.6499999999999999,0.3686499999999999,0.1290274999999999,0.23962250000000002,0.6500000000000001,0.1092125999999999,0.0382244099999999,0.07098818999999999,0.6500000000000006,5.1088521,5.1088521,0.0,0.0,2.10739781,0.7375892334999998,1.3698085765000003,0.6500000000000001,1.0,0.35,0.65,0.65
25007296_2026-05-02T12:31:01.245726+00:00,25007296,CAUTION,REDUCE_SIZE,1.0,0.35,1.128631,0.39502085,0.73361015,0.65,0.3786309999999999,0.1325208499999999,0.24611014999999997,0.6500000000000001,0.11071545,0.0387504075,0.0719650425,0.65,5.1277673,5.1277673,0.0,0.0,2.13075418,0.745763963,1.384990217,0.65,1.0,0.35,0.65,0.65
25007301_2026-05-02T12:32:04.342990+00:00,25007301,HIGH_STRESS,PAUSE,1.0,0.0,1.429497,0.0,1.429497,1.0,0.679497,0.0,0.679497,1.0,0.24583585,0.0,0.24583585,1.0,5.9940124,0.0,5.9940124,1.0,2.9542310900000004,0.0,2.9542310900000004,1.0,1.0,0.0,1.0,1.0
25007306_2026-05-02T12:33:08.358769+00:00,25007306,HIGH_STRESS,PAUSE,1.0,0.0,1.401931,0.0,1.401931,1.0,0.651931,0.0,0.651931,1.0,0.22743045,0.0,0.22743045,1.0,5.8854653,0.0,5.8854653,1.0,2.86983898,0.0,2.86983898,1.0,1.0,0.0,1.0,1.0
