transitions,first_block,last_block,block_span,approx_hours_at_12s_blocks,pre_divergence_rate,pre_agent_shift_rate,median_gas_lead_blocks,mean_gas_lead_blocks,p10_gas_lead_blocks,p90_gas_lead_blocks,median_agent_lead_blocks,mean_agent_lead_blocks,total_always_cost,total_supt_cost,total_reactive_cost,total_gas_threshold_cost,supt_reduction_vs_always,supt_reduction_vs_reactive,supt_reduction_vs_gas_threshold,false_early_caution_count,clutch_without_prior_divergence_count,clutch_without_prior_agent_shift_count
8,19000149,25015827,6015678,20052.26,0.875,0.875,18.0,15.857142857142858,11.0,19.4,18.0,15.857142857142858,340.64908135999997,66.21336849949999,152.29112149000002,57.63739620449999,0.805625870954499,0.565218458885354,-0.14879180635731837,180,1,1
